Name,City,Rating,Price Range,Number of Reviews,Filtered Cuisines
Golden Ambal,Edinburgh,4.5,30.0,229.0,['Indian']
Chizuru Tei,Edinburgh,5.0,34.0,50.0,['Japanese']
Cafe Marlayne,Edinburgh,4.0,39.0,505.0,['French']
Sushiya,Edinburgh,4.5,33.0,293.0,['Japanese']
Yak & Yeti,Edinburgh,4.5,30.0,247.0,['Indian']
Wagamama,Edinburgh,4.0,34.0,71.0,['Japanese']
Croma,Edinburgh,4.5,30.0,152.0,['Italian']
Bell's Diner,Edinburgh,4.5,35.0,223.0,['American']
Wagamama,Edinburgh,4.0,34.0,204.0,['Japanese']
Pizza Express Edinburgh - George IV Bridge,Edinburgh,4.0,38.0,391.0,['Italian']
Maki and Ramen Sushi Bar,Edinburgh,4.0,33.0,165.0,['Japanese']
Andrew Usher & Co,Edinburgh,4.5,32.0,125.0,['American']
The Everest Nepalese & Indian Restaurant,Edinburgh,4.5,34.0,303.0,['Indian']
Cafe de la Poste,Edinburgh,4.0,32.0,89.0,['French']
The Southern,Edinburgh,4.0,30.0,198.0,['American']
Guchhi Indian Restaurant,Edinburgh,4.5,31.0,424.0,['Indian']
Mia Italian Kitchen Morningside,Edinburgh,4.0,31.0,128.0,['Italian']
The Mosque Kitchen,Edinburgh,4.0,11.0,630.0,['Indian']
Giuliano's on The Shore,Edinburgh,4.0,30.0,236.0,['Italian']
Al borgo,Edinburgh,4.5,39.0,90.0,['Italian']
Bentoya,Edinburgh,4.5,33.0,195.0,['Japanese']
Mughal Indian Restaurant & Takeaway,Edinburgh,4.5,31.0,129.0,['Indian']
Filling Station,Edinburgh,3.5,30.0,815.0,['American']
Caffe Centro,Edinburgh,4.0,36.0,332.0,['Italian']
Barish Mediterranean Cafe & Bistro,Edinburgh,4.5,14.0,71.0,['Italian']
The Roamin' Nose,Edinburgh,4.5,32.0,193.0,['Italian']
Meltmongers,Edinburgh,4.5,11.0,58.0,['American']
Calistoga Restaurant,Edinburgh,4.5,31.0,450.0,['American']
Kalpna,Edinburgh,4.0,34.0,520.0,['Indian']
Zizzi - Edinburgh Quay,Edinburgh,4.0,36.0,287.0,['Italian']
Ronaq Restaurant - New Waverley,Edinburgh,4.5,33.0,83.0,['Indian']
El Toro Loco,Edinburgh,4.0,10.0,213.0,['Mexican']
Bombay Bicycle Club Restaurant,Edinburgh,4.5,34.0,64.0,['Indian']
Marie Delices,Edinburgh,5.0,38.0,71.0,['French']
Wildwood,Edinburgh,4.0,33.0,105.0,['Italian']
Annakut Restaurant,Edinburgh,4.5,30.0,52.0,['Indian']
China Red,Edinburgh,4.0,39.0,322.0,['Japanese']
