Name,City,Rating,Price Range,Number of Reviews,Filtered Cuisines
Le Bebe,Paris,4.0,39.0,126.0,['French']
Le Tournesol,Paris,3.5,33.0,158.0,['French']
Naan,Paris,4.0,18.0,43.0,['Indian']
"Gate, sans gluten",Paris,4.5,31.0,35.0,['French']
Le 28,Paris,4.5,,41.0,['French']
La Mezzanine,Paris,4.0,35.0,30.0,['French']
Bretons,Paris,4.5,30.0,34.0,['French']
Variations,Paris,4.0,35.0,188.0,"['French', 'Italian']"
Hippopotamus,Paris,3.5,30.0,223.0,['French']
L'Auberge du Louvre,Paris,3.5,34.0,297.0,['French']
TAGADA BAR,Paris,4.5,35.0,40.0,['French']
Old Kashmir,Paris,3.5,34.0,134.0,['Indian']
Cafe a la Fontaine,Paris,4.0,33.0,156.0,['French']
Les Tontons 14eme,Paris,3.5,34.0,168.0,['French']
Cafe St. Victor,Paris,3.5,36.0,199.0,['French']
Le Coude a Coude,Paris,4.0,34.0,70.0,['French']
Tra Amici,Paris,4.0,13.0,40.0,['Italian']
Cafe Joly,Paris,3.5,36.0,185.0,['French']
Les vedettes,Paris,4.0,37.0,37.0,['French']
Zino Ristorante Italiano,Paris,4.0,31.0,69.0,['Italian']
Le George,Paris,4.0,64.0,137.0,['French']
La Place,Paris,4.0,33.0,76.0,['French']
Les Artisans,Paris,4.0,35.0,262.0,['French']
Creperie L'Atelier - Champs Elysees,Paris,4.0,36.0,59.0,['French']
IL Russo,Paris,4.5,38.0,50.0,['Italian']
Au Cochon De Lait,Paris,4.0,37.0,77.0,['French']
Restaurant Taki,Paris,4.0,31.0,59.0,['Japanese']
Scossa,Paris,3.5,37.0,234.0,['French']
Le Berthoud,Paris,4.0,33.0,179.0,['French']
La maison des tartes,Paris,4.0,13.0,49.0,['French']
Le Sursaut,Paris,4.5,37.0,79.0,['French']
Lou Cantou,Paris,4.5,36.0,18.0,['French']
Le Petit Curieux,Paris,4.5,36.0,38.0,['French']
Workshop Isse,Paris,4.5,30.0,33.0,['Japanese']
Flagrant Delice,Paris,3.5,39.0,274.0,['French']
Rue des ecoles,Paris,4.5,19.0,33.0,['French']
24 Faubourg,Paris,4.0,33.0,108.0,['French']
Luni,Paris,4.5,36.0,19.0,['Italian']
Brasserie La Tour,Paris,4.0,,34.0,['French']
Les Demoiselles de Lorette,Paris,4.5,35.0,16.0,['French']
Sunny Sushi,Paris,4.5,39.0,11.0,['Japanese']
Le Petit Bar,Paris,4.0,31.0,54.0,['French']
American Kitchen,Paris,4.0,37.0,92.0,['French']
l' Ebouillante,Paris,4.0,38.0,199.0,['French']
PataKrep,Paris,3.5,37.0,109.0,['French']
FULVIO,Paris,4.0,34.0,141.0,['Italian']
Francis LaButte,Paris,3.5,10.0,115.0,['French']
Pizza Delambre,Paris,5.0,19.0,17.0,['Italian']
La Ficelle,Paris,4.0,34.0,70.0,['French']
Basilicata,Paris,4.0,37.0,148.0,['Italian']
Okinawa,Paris,4.0,19.0,58.0,['Japanese']
Le Village a' Neuilly,Paris,4.0,37.0,159.0,['French']
Cuisine de bar,Paris,4.0,37.0,128.0,['French']
Ici-meme,Paris,4.5,36.0,16.0,['French']
Le Social Bar,Paris,4.5,11.0,12.0,['French']
kaanimara,Paris,4.5,,37.0,['Indian']
Paprika,Paris,4.0,30.0,60.0,['French']
Bassanti,Paris,3.5,33.0,123.0,['Indian']
L'Enclos de Ninon,Paris,4.5,37.0,19.0,['French']
Pizza Nelly,Paris,3.5,16.0,63.0,['Italian']
Tomboy,Paris,4.5,34.0,27.0,"['French', 'Italian']"
Yoki Sushi,Paris,4.0,12.0,108.0,['Japanese']
Creperie Traditionnelle,Paris,4.0,36.0,130.0,['French']
Le Hibou,Paris,3.5,31.0,671.0,['French']
buffet sentier,Paris,4.0,18.0,99.0,['Japanese']
Le Semaphore,Paris,4.5,31.0,28.0,['French']
Ichikawa,Paris,4.5,39.0,25.0,['Japanese']
Le Bistrot Gourmand,Paris,4.0,39.0,144.0,['French']
Brasilia Cafe,Paris,4.0,31.0,40.0,['French']
Le Refuge,Paris,3.5,35.0,128.0,['French']
Le Musset,Paris,3.5,36.0,300.0,['French']
Le Relais Tronchet,Paris,4.0,37.0,36.0,['French']
Pause Cafe,Paris,3.5,35.0,252.0,['French']
Restaurant Pizzeria D'Oro,Paris,4.0,36.0,45.0,['Italian']
Momoka,Paris,4.0,61.0,134.0,['Japanese']
Pizza les Artistes,Paris,4.0,30.0,86.0,['Italian']
Madoura,Paris,4.0,,29.0,['Indian']
Compose,Paris,4.5,17.0,27.0,['Italian']
Ta Sushi,Paris,4.0,30.0,45.0,['Japanese']
A la Tour Eiffel,Paris,3.5,34.0,146.0,['French']
Chez Ginette,Paris,3.5,32.0,129.0,['French']
Jeroboam,Paris,4.0,32.0,52.0,['French']
Bar Du Marche des blancs manteaux,Paris,3.5,33.0,58.0,['French']
Le Mistral,Paris,4.0,35.0,89.0,['French']
Les Carres,Paris,4.5,19.0,29.0,['French']
Le Bonne Nouvelle,Paris,4.0,31.0,36.0,"['Italian', 'French']"
L'Improviste,Paris,4.0,32.0,54.0,['French']
La Tartine,Paris,4.0,31.0,215.0,['French']
Les Mousquetaires Restaurant,Paris,4.0,32.0,30.0,['French']
Les Gourmets des Ternes,Paris,3.5,34.0,379.0,['French']
Chipotle,Paris,5.0,,11.0,['Mexican']
Creperie Chez Georges,Paris,4.5,15.0,19.0,['French']
Au Trou Normand,Paris,4.0,34.0,42.0,['French']
Au petit chavignol,Paris,4.0,32.0,110.0,['French']
Hollywood Savoy,Paris,4.0,35.0,102.0,['French']
Le Petit Capri Bazar,Paris,4.0,34.0,39.0,['Italian']
Le Barbylone,Paris,5.0,31.0,11.0,['French']
Couleur Cafe,Paris,4.0,36.0,34.0,['French']
Kyoto,Paris,4.0,37.0,27.0,['Japanese']
HD Diner Bastille,Paris,3.5,37.0,103.0,['American']
Au Canon des Invalides,Paris,4.0,36.0,128.0,['French']
L'Annexe du Troquet,Paris,4.0,34.0,45.0,['French']
La Bonne Vie,Paris,4.5,36.0,10.0,['French']
Maison Francart,Paris,4.5,37.0,44.0,['French']
YUMMY Asian Food,Paris,3.5,13.0,278.0,['Japanese']
Delaville Cafe,Paris,3.5,39.0,405.0,['French']
I Golosi,Paris,4.0,35.0,132.0,['Italian']
Royal Bombay,Paris,4.0,39.0,115.0,['Indian']
Marino Pietro Pizza,Paris,4.0,39.0,89.0,['Italian']
Au Bon Saint-Pourcain,Paris,4.5,36.0,33.0,['French']
L'Etable Hugo Desnoyer,Paris,4.0,66.0,54.0,['French']
Klay Saint Sauveur,Paris,3.5,66.0,270.0,['French']
Le Malabar,Paris,3.5,31.0,205.0,['French']
Le P'tit Pinard,Paris,5.0,38.0,10.0,['French']
Pizza Flora,Paris,4.0,37.0,146.0,['Italian']
Giova,Paris,4.5,39.0,89.0,['Italian']
Bistro des Gastronomes,Paris,4.0,39.0,232.0,['French']
French Waffle,Paris,4.5,10.0,54.0,['French']
Chez Paula,Paris,4.0,13.0,55.0,['French']
Le Rey,Paris,3.5,38.0,162.0,['French']
Noham Cafe,Paris,4.0,37.0,27.0,['French']
Fleurus Cafe,Paris,4.0,34.0,70.0,['French']
San Francisco,Paris,4.0,60.0,101.0,['Italian']
Lezard Cafe,Paris,3.5,39.0,89.0,['French']
Pur etc.,Paris,4.0,16.0,46.0,['French']
Da Monnali,Paris,4.0,37.0,80.0,['Italian']
IVLO Restaurant Bio,Paris,4.5,35.0,34.0,['Italian']
Au Sauvignon,Paris,3.5,38.0,149.0,['French']
Caves Populaires,Paris,4.0,14.0,46.0,['French']
La Brasserie Italienne,Paris,4.0,37.0,199.0,['Italian']
Cafe Richelieu at the Musee du Louvre,Paris,3.5,31.0,277.0,['French']
Le Trait d'Union,Paris,3.5,36.0,236.0,['French']
L'Angle Babylone,Paris,4.5,38.0,45.0,['French']
L'Envue,Paris,3.5,31.0,213.0,['French']
Scotta !,Paris,4.0,39.0,61.0,['Italian']
Le Petit Quercy,Paris,4.5,18.0,35.0,['French']
Restaurant Kinnosuzu,Paris,4.5,35.0,38.0,['Japanese']
Tonegawa,Paris,4.5,33.0,31.0,['Japanese']
Nems Et Sushi,Paris,4.5,33.0,20.0,['Japanese']
Le Bistrot du Coin,Paris,4.0,37.0,74.0,['French']
Un Monde Gourmand,Paris,4.5,,20.0,"['Italian', 'Indian']"
Le Bucheron Trattoria,Paris,4.0,32.0,68.0,['Italian']
Carton Rouge,Paris,4.0,35.0,62.0,['French']
Yooki Sushi,Paris,4.0,17.0,44.0,['Japanese']
Le Partage,Paris,4.0,36.0,83.0,['Indian']
Morello Pizza,Paris,5.0,35.0,8.0,['Italian']
Black Beans Mexicain,Paris,4.0,39.0,75.0,['Mexican']
Le Bar,Paris,4.0,60.0,46.0,['French']
Le Zebra,Paris,4.5,34.0,76.0,['French']
Du Coq A l'Ane,Paris,4.0,36.0,36.0,['French']
Ravi,Paris,4.0,34.0,89.0,['Indian']
Rusidda,Paris,4.5,36.0,22.0,['Italian']
Fosca',Paris,3.5,35.0,147.0,['Italian']
Spontini 50,Paris,4.0,35.0,203.0,['French']
Kyo Montparnasse,Paris,4.0,31.0,89.0,['Japanese']
LE BISTROT MAZARIN,Paris,3.5,37.0,195.0,['French']
Cafe Guitry,Paris,3.5,34.0,107.0,['French']
Au Roi du Cafe,Paris,4.0,36.0,194.0,['French']
Four Saisons,Paris,4.0,13.0,49.0,['Italian']
Le Regent,Paris,5.0,30.0,8.0,['French']
Le Palais de Raja Maharaja,Paris,4.0,34.0,288.0,['Indian']
Terroir & Burger,Paris,4.0,38.0,55.0,['French']
Le Cafe du Mogador,Paris,3.5,35.0,139.0,['French']
Tago Mago,Paris,4.5,30.0,14.0,['French']
La Giocconda,Paris,3.5,35.0,107.0,['Italian']
Naoki,Paris,4.5,30.0,59.0,['Japanese']
Le Chaptal,Paris,5.0,15.0,19.0,['French']
Le Bistrot Tocqueville,Paris,4.5,30.0,46.0,['French']
Morry's bagel,Paris,4.0,19.0,41.0,['American']
La Maison Rose,Paris,4.5,31.0,9.0,"['French', 'Italian']"
Chez Edouard,Paris,3.5,31.0,91.0,['French']
Le General,Paris,4.0,34.0,130.0,['French']
Nishikura,Paris,4.0,10.0,35.0,['Japanese']
Da Aldo,Paris,4.0,18.0,43.0,['Italian']
Jours de Fetes,Paris,4.0,37.0,71.0,['French']
Cafe Voulez-Vous,Paris,3.5,32.0,209.0,['French']
Le Comptoir du Louvre,Paris,4.0,10.0,24.0,['French']
Cuissons,Paris,4.5,35.0,69.0,['French']
Blend Hamburger Republique,Paris,3.5,16.0,99.0,['American']
Le Bistrot Gourmand,Paris,4.0,16.0,37.0,['French']
Oh de Lally,Paris,4.5,14.0,13.0,['French']
Restaurant Du Paradis,Paris,4.0,30.0,155.0,['French']
Le Monza,Paris,4.0,12.0,43.0,['Italian']
Franco et Giacomo,Paris,4.0,30.0,84.0,['Italian']
Le Limousin,Paris,4.0,,32.0,['French']
Paris French Cantine,Paris,4.0,16.0,26.0,['French']
Cafe La Laverie,Paris,4.5,19.0,30.0,['French']
Le Cafe Ponce,Paris,4.0,32.0,60.0,['French']
L'Annexe,Paris,4.5,14.0,22.0,['French']
l'Homme Tranquille,Paris,4.0,39.0,88.0,['French']
Au Roi Du Cafe,Paris,3.5,39.0,107.0,['French']
Les Pieds Sous la Table,Paris,4.5,12.0,50.0,['French']
My Free Kitchen,Paris,4.0,35.0,92.0,['French']
Au Loup,Paris,4.0,31.0,33.0,['French']
Maison Bes,Paris,4.0,35.0,89.0,['French']
L'Estaminet des Enfants Rouges,Paris,3.5,36.0,115.0,['French']
Les Trois Marmites,Paris,4.0,31.0,73.0,['French']
Tandoor Punjabi,Paris,4.0,38.0,57.0,['Indian']
East Bunker,Paris,4.0,31.0,45.0,['French']
Le Pont de Tokyo,Paris,4.5,30.0,30.0,['Japanese']
Sushi Club,Paris,4.0,30.0,69.0,['Japanese']
Zero Zero Sevres,Paris,4.0,33.0,87.0,['French']
Le Restaurant,Paris,3.5,34.0,319.0,['French']
Shoku,Paris,4.5,16.0,23.0,['Japanese']
Taverne Henri IV,Paris,4.0,38.0,196.0,['French']
Le Brassac,Paris,4.0,37.0,66.0,['French']
Le Comptoir du Poulet,Paris,5.0,33.0,7.0,['French']
Maison Pillet,Paris,5.0,35.0,6.0,['French']
Au Coup De Torchon,Paris,5.0,,6.0,['French']
le petit chablisien,Paris,4.0,39.0,63.0,['French']
Da Attilio,Paris,4.0,34.0,69.0,['Italian']
Gaudeamus,Paris,4.0,32.0,108.0,['French']
Le double Fond,Paris,4.0,34.0,37.0,['French']
O Beret Basque,Paris,3.5,32.0,107.0,['French']
The Goji,Paris,4.5,,15.0,['French']
Pizzeria d'Auteuil,Paris,3.5,30.0,246.0,['Italian']
Ristorante Alba,Paris,4.5,30.0,42.0,['Italian']
L'Enigme,Paris,5.0,19.0,17.0,['French']
Le Petit Gourmet,Paris,4.0,37.0,111.0,['French']
Humm..Donuts Coffee,Paris,4.0,10.0,31.0,['American']
Les Sourires de Dante,Paris,4.0,38.0,61.0,['French']
Cafe Zadig,Paris,4.5,36.0,64.0,['French']
La Petite Comedie,Paris,4.0,17.0,50.0,['Italian']
Big Fernand Montparnasse,Paris,3.5,30.0,73.0,['French']
Le Saint-Amour,Paris,3.5,32.0,77.0,['French']
Les Cailloux,Paris,3.5,37.0,316.0,['Italian']
Dice Poke Shapers,Paris,5.0,19.0,6.0,"['Japanese', 'American']"
L'Ordonnance,Paris,4.0,32.0,135.0,['French']
Pub Saint Michel,Paris,4.0,36.0,53.0,['American']
les peres populaires,Paris,4.0,12.0,68.0,['French']
Mamma Roma Cherche-Midi,Paris,4.0,19.0,62.0,['Italian']
Aux couleurs du monde,Paris,4.0,32.0,76.0,['Mexican']
L'Auberge de St Germain,Paris,4.0,39.0,48.0,['French']
La Cloche des Halles,Paris,4.0,30.0,43.0,['French']
MG Road,Paris,3.5,33.0,225.0,['Indian']
Le gros Minet,Paris,4.0,39.0,108.0,['French']
Chez Papa 19,Paris,4.0,32.0,86.0,['French']
Golden Tandoori,Paris,4.0,30.0,43.0,['Indian']
La Terrasse Bercy,Paris,3.5,35.0,110.0,['French']
Chez Marie Madeleine,Paris,5.0,15.0,24.0,['French']
Le Pre,Paris,4.0,33.0,35.0,['French']
Au P'tit Bougnat,Paris,3.5,39.0,191.0,['French']
Le Traversiere,Paris,4.0,37.0,92.0,['French']
Sohna Punjab,Paris,4.0,35.0,43.0,['Indian']
La Recreation,Paris,4.5,11.0,20.0,['French']
L'Usine de Charonne,Paris,3.5,38.0,173.0,['French']
La Quincaillerie,Paris,3.5,35.0,160.0,['French']
Le Denicheur,Paris,4.0,36.0,69.0,['French']
Genio,Paris,4.0,32.0,89.0,['Italian']
Le Pre Carre,Paris,4.0,60.0,79.0,['French']
La Petite Rose,Paris,4.5,38.0,40.0,['French']
Le Royal Dragon,Paris,4.5,19.0,93.0,['Japanese']
papa sapiens,Paris,4.5,36.0,9.0,['French']
Le Bec Rouge,Paris,3.5,35.0,243.0,['French']
Guynemer,Paris,4.5,36.0,22.0,['French']
Potager du monde,Paris,4.5,13.0,27.0,['French']
La Haut,Paris,4.0,,51.0,['French']
Cafe Daguerre,Paris,3.5,37.0,280.0,['French']
Chez Bartolo,Paris,4.0,30.0,223.0,['Italian']
Nalas Aappakadai,Paris,4.0,35.0,32.0,['Indian']
Les Delices du Fournil,Paris,4.5,18.0,46.0,['French']
Bistrot Didot,Paris,4.0,35.0,61.0,['Italian']
A La Fregate,Paris,3.5,63.0,106.0,['French']
Le Petit Bougnat,Paris,4.0,,25.0,['French']
Restaurant de Haute Mer,Paris,4.0,32.0,88.0,['French']
Le Balto,Paris,4.5,39.0,126.0,['French']
Maison Popeille,Paris,3.5,34.0,91.0,['French']
Le Tracteur Rouge,Paris,4.5,37.0,48.0,['French']
Bistrot Pyramide,Paris,4.0,39.0,69.0,['French']
Dell Angelo,Paris,3.5,32.0,189.0,['Italian']
Le Fontana Rosa,Paris,4.0,39.0,62.0,['Italian']
Restaurant Mangetout,Paris,4.0,31.0,204.0,['French']
Il Golosone,Paris,4.0,37.0,25.0,['Italian']
Delice De L'Inde,Paris,3.5,36.0,79.0,['Indian']
Le BlaBla,Paris,4.0,33.0,86.0,['French']
Le Clos Morillons,Paris,4.0,33.0,78.0,['French']
Pizzeria Renato,Paris,3.5,31.0,126.0,['Italian']
Cafe Resto Au Coin de la Rue,Paris,4.0,31.0,48.0,['French']
Rosebud,Paris,4.0,35.0,64.0,['French']
Le garde robe,Paris,4.0,39.0,178.0,['French']
L'Atelier 197,Paris,3.5,35.0,197.0,['Italian']
Balthus,Paris,4.5,61.0,20.0,['French']
Le Bistro de Longchamp,Paris,4.0,36.0,98.0,['French']
Chez Paulette,Paris,4.0,36.0,37.0,['French']
L' Atelier Artisan Crepier,Paris,4.0,31.0,28.0,"['French', 'American']"
Le Square,Paris,3.5,34.0,136.0,['French']
La Petite Table,Paris,4.0,31.0,74.0,['French']
La Montagne Sans Genevieve,Paris,4.0,11.0,62.0,['French']
Les Delices du Kashmir,Paris,4.0,38.0,125.0,['Indian']
The Bistrologist,Paris,4.0,35.0,121.0,['French']
Cafe Arthur et Juliette,Paris,3.5,38.0,190.0,['French']
Santa Lucia,Paris,3.5,39.0,311.0,['Italian']
Plein Soleil,Paris,4.0,38.0,163.0,['French']
La Cocotte Depote,Paris,4.0,38.0,46.0,['French']
Canaille 18,Paris,4.5,35.0,45.0,['French']
Dudule,Paris,3.5,38.0,187.0,['French']
Au Pere Rousseau,Paris,4.5,13.0,76.0,['French']
Chez Thomas,Paris,4.0,39.0,125.0,['Italian']
Les Ptits Gros,Paris,4.0,38.0,43.0,['French']
Akita,Paris,4.0,33.0,109.0,['Japanese']
Ginza,Paris,4.0,34.0,26.0,['Japanese']
Backstage cafe,Paris,3.5,34.0,124.0,['French']
Le 51,Paris,3.5,35.0,152.0,['French']
Il Sorriso,Paris,4.0,16.0,49.0,['Italian']
Le Petit Jacques,Paris,5.0,37.0,8.0,['French']
Maison Landemaine,Paris,4.0,38.0,91.0,['French']
CAFE DU RENDEZ VOUS,Paris,3.5,36.0,358.0,['French']
Epifani,Paris,4.0,38.0,44.0,['Italian']
Bistro Bellet,Paris,4.0,37.0,84.0,['French']
Ginza,Paris,4.5,31.0,57.0,['Japanese']
Tottori,Paris,4.0,34.0,38.0,['Japanese']
Le Depart Saint-Michel,Paris,3.5,36.0,521.0,['French']
Cafe L' Imprimerie,Paris,4.0,34.0,156.0,['French']
Pratz,Paris,4.5,32.0,30.0,"['French', 'Italian']"
Restaurant Signature,Paris,4.0,39.0,43.0,['French']
Les Associes,Paris,3.5,35.0,135.0,['French']
Pizza Delizia,Paris,4.5,12.0,23.0,['Italian']
Chipotle,Paris,3.5,18.0,140.0,['Mexican']
El Nopal Taqueria,Paris,4.0,12.0,48.0,['Mexican']
Epicerie Musicale,Paris,4.0,35.0,62.0,['Italian']
Le Nouveau Carillon,Paris,4.0,30.0,112.0,['French']
Le Nazir,Paris,3.5,31.0,244.0,['French']
da Zavola,Paris,4.5,31.0,67.0,['Italian']
Thevenin,Paris,4.0,17.0,37.0,['French']
Le Rouge et le Verre,Paris,4.0,31.0,66.0,['French']
Les Comediens,Paris,4.0,32.0,58.0,['Italian']
Chez Mezig,Paris,4.0,30.0,100.0,['French']
Vapiano Champs Elysees,Paris,3.5,38.0,298.0,['Italian']
Le Bien Aime,Paris,4.5,60.0,96.0,['French']
Bistro des Panoramas,Paris,4.0,16.0,153.0,['French']
Derriere Les Fagots,Paris,4.0,32.0,11.0,['French']
Cafe Mirabelle,Paris,4.0,34.0,29.0,['French']
La Boucherie,Paris,3.5,38.0,129.0,['French']
Cafe D'Orleans,Paris,3.5,35.0,68.0,['French']
Pizza Mamma,Paris,4.5,,23.0,['Italian']
Cafe Poussin,Paris,4.0,30.0,83.0,['French']
La Dauphine,Paris,4.0,36.0,107.0,['French']
Chez Papa,Paris,3.5,38.0,287.0,['French']
Le Reflet,Paris,4.0,12.0,33.0,['French']
Tenchi,Paris,4.5,12.0,27.0,['Japanese']
Le Fournil de Mouffetard,Paris,4.5,12.0,32.0,['French']
A l'Heure du Vin,Paris,4.5,31.0,38.0,['French']
Koetsu,Paris,3.5,34.0,163.0,['Japanese']
Atelier Vivanda Marais,Paris,4.0,39.0,83.0,['French']
Bao Shelter,Paris,4.5,36.0,13.0,['American']
Cafe des peupliers,Paris,3.5,31.0,78.0,['French']
R Cafe,Paris,4.0,38.0,143.0,['French']
Le Relais Fac Brasserie,Paris,4.0,18.0,18.0,['French']
La Nonna,Paris,4.0,33.0,50.0,['French']
Table d'Hugo Desnoyer a Secretan,Paris,3.5,39.0,180.0,['French']
Arti,Paris,4.0,31.0,109.0,['Indian']
Aime,Paris,4.0,30.0,25.0,['French']
Au Trotteur,Paris,4.0,31.0,62.0,['French']
A la Renaissance,Paris,4.0,35.0,89.0,['French']
La Cochonnaille,Paris,3.5,36.0,236.0,['French']
Le Bourgogne,Paris,3.5,34.0,48.0,['French']
Le Cosy Bistrot Parisien,Paris,4.0,32.0,113.0,['French']
Quartier Latin,Paris,4.0,36.0,130.0,['Italian']
Le Plongeoir chez Hermes,Paris,4.0,60.0,31.0,['French']
Misia,Paris,4.0,31.0,144.0,['French']
Del Arte Paris,Paris,3.5,37.0,243.0,['Italian']
Bistro Brute,Paris,4.5,67.0,9.0,['French']
RetroBottega,Paris,4.0,61.0,65.0,['Italian']
Les Parisiennes,Paris,4.0,33.0,230.0,['French']
Les Beaux Gamins,Paris,5.0,34.0,8.0,['French']
Le Primerose,Paris,3.5,37.0,290.0,['French']
Le Petit Carillon,Paris,4.0,37.0,93.0,['French']
Cake Shop,Paris,4.5,67.0,34.0,['French']
Yokorama,Paris,4.0,19.0,75.0,['Japanese']
Hostellerie de l'oie Qui Fume,Paris,4.0,,439.0,['French']
Le Catrina,Paris,4.0,17.0,39.0,['French']
Sur Mer,Paris,3.5,31.0,78.0,['French']
Le Relais des Deux Gares,Paris,4.0,38.0,46.0,['French']
Loly of LolyPop Kitchen,Paris,4.5,34.0,28.0,['French']
Maison Maison,Paris,4.0,39.0,37.0,['French']
Sunset,Paris,3.5,34.0,114.0,['French']
Jardin de l'Himalaya,Paris,4.0,33.0,49.0,['Indian']
Brasserie le Gamin de Paris,Paris,4.0,35.0,48.0,['French']
Les Timbres,Paris,4.5,30.0,31.0,['French']
Edo 18,Paris,4.5,36.0,35.0,['Japanese']
ToriYoshi,Paris,4.5,39.0,22.0,['Japanese']
Bhojan,Paris,4.0,38.0,49.0,['Indian']
Le Bistrot d'Eustache,Paris,4.0,32.0,85.0,['French']
Creperie De Quimper,Paris,4.0,,95.0,['French']
Bar du Marche,Paris,3.5,34.0,199.0,['French']
Le Gourbi Palace,Paris,4.0,34.0,94.0,['French']
Josephine,Paris,4.0,34.0,120.0,['French']
Royal VI Nation,Paris,4.0,30.0,42.0,['French']
L'Inattendu,Paris,4.0,34.0,81.0,['French']
Le Pain Quotidien,Paris,3.5,36.0,100.0,['French']
Le Comptoir du Bordelais,Paris,5.0,32.0,23.0,['French']
Brioche Doree Montmartre,Paris,4.0,13.0,68.0,['French']
Restaurant Paradis,Paris,3.5,38.0,82.0,['French']
Cafe Mollien,Paris,3.5,30.0,116.0,['French']
HB Hit Burger,Paris,4.5,32.0,14.0,['American']
La Marine Brasserie Restaurant,Paris,4.0,34.0,80.0,['French']
Sakura,Paris,5.0,34.0,12.0,['Japanese']
Gusto,Paris,4.5,31.0,80.0,['Italian']
Shinotaku,Paris,4.0,,28.0,['Japanese']
Au Petit Victor Hugo,Paris,3.5,38.0,76.0,['French']
Le Parthenon,Paris,4.0,33.0,42.0,['French']
Le Taxi Jaune,Paris,4.0,31.0,123.0,['French']
India Gate,Paris,4.0,32.0,82.0,['Indian']
Creperie de Saint-Malo,Paris,4.0,37.0,192.0,['French']
P'tite Bougnate,Paris,4.0,30.0,62.0,['French']
Aux 2 Oliviers,Paris,3.5,33.0,243.0,['French']
La Mouette Rieuse,Paris,4.5,16.0,12.0,['French']
Le Fetiche,Paris,4.0,36.0,63.0,['French']
Cafe de France,Paris,4.0,37.0,52.0,['French']
Dell'Isola,Paris,4.0,17.0,27.0,['Italian']
Kitokito,Paris,4.5,31.0,42.0,['Japanese']
Gontran,Paris,4.0,31.0,58.0,['French']
Bistro Neuf,Paris,4.0,31.0,33.0,['French']
Oh mon cake,Paris,3.5,33.0,147.0,['French']
L'Entracte des Gobelins,Paris,4.0,35.0,136.0,['French']
Brasserie Le Saint Ferdinand - Restaurant Paris 17,Paris,3.5,31.0,148.0,['French']
le cafe de l'industrie,Paris,3.5,35.0,69.0,['French']
La Petite,Paris,4.5,35.0,13.0,['French']
Brasserie de la Bourse,Paris,4.0,32.0,39.0,['French']
La Gueuze,Paris,3.5,39.0,433.0,['French']
Ibrik,Paris,4.5,38.0,12.0,['French']
The Bergerac Cafe,Paris,4.5,39.0,14.0,['French']
Balaji,Paris,4.5,32.0,24.0,['Indian']
H.A.N.D,Paris,3.5,30.0,222.0,['American']
Sushi Ba'r Montparnasse,Paris,4.5,33.0,34.0,['Japanese']
Cafe Restaurant Le Sarah Bernhardt,Paris,3.5,35.0,301.0,['French']
Le Bistrot du Cameleon,Paris,4.5,,10.0,['French']
Notre Patisserie,Paris,5.0,33.0,10.0,['French']
Jin xin lou paris,Paris,4.5,38.0,38.0,['French']
Cafe Menilmontant,Paris,3.5,36.0,153.0,['French']
Le Sanseveria,Paris,3.5,39.0,91.0,['French']
Akash,Paris,3.5,32.0,214.0,['Indian']
Le Relais Boccador,Paris,4.0,36.0,78.0,['Italian']
L'Esprit De Famille,Paris,4.5,30.0,31.0,['French']
Port-Louis... Paris,Paris,4.5,39.0,123.0,['French']
L'Ecir,Paris,4.0,37.0,165.0,['French']
JEAN-PAUL HEVIN,Paris,4.5,69.0,17.0,['French']
Artisan,Paris,4.0,39.0,39.0,['French']
Le 116 by Pages,Paris,3.5,30.0,124.0,"['French', 'Japanese']"
Le Cafe de la Grande Epicerie,Paris,4.0,34.0,54.0,['French']
Flam's Saint Lazare,Paris,3.5,36.0,139.0,['French']
Le Boucl'art,Paris,4.0,14.0,52.0,['French']
R'Yves,Paris,3.5,37.0,194.0,['French']
L'Apesanteur,Paris,4.5,19.0,33.0,['French']
Le Paradis,Paris,4.0,37.0,80.0,['French']
Naniwa-Ya,Paris,3.5,12.0,184.0,['Japanese']
Le Petit Chateau D'eau,Paris,4.0,32.0,42.0,['French']
Ma Chere & Tendre,Paris,3.5,36.0,272.0,['French']
Yi Sushi,Paris,4.5,33.0,14.0,['Japanese']
Il Sannio,Paris,4.0,38.0,26.0,['Italian']
Sapori d’Italia,Paris,4.0,33.0,43.0,['Italian']
Le Barilleur,Paris,4.0,11.0,48.0,"['American', 'French']"
Le Tourne Bouchon,Paris,4.5,15.0,23.0,['French']
Le Louis XVI,Paris,4.0,38.0,99.0,['French']
Farnesina,Paris,4.0,64.0,77.0,['Italian']
Le Rubis,Paris,4.0,39.0,73.0,['French']
Villa Saint Jacques,Paris,3.5,39.0,101.0,['Italian']
La Tourelle,Paris,4.0,38.0,37.0,['French']
Cafe des Inities,Paris,4.0,31.0,159.0,['French']
Le Nansouty,Paris,4.0,39.0,75.0,['French']
La Serenissima,Paris,4.0,36.0,87.0,['Italian']
Le Cafe Zephyr,Paris,3.5,36.0,305.0,['French']
Soumsoum HOUMOUS Bar,Paris,4.0,18.0,45.0,['French']
Paris en Seine,Paris,3.5,38.0,114.0,['French']
Le Bougainville,Paris,4.0,30.0,136.0,['French']
Underground Coffee 75,Paris,4.5,33.0,9.0,['French']
Oniwa,Paris,4.0,30.0,70.0,['Japanese']
